1460601647.311169|G_S|55,13|
1460601647.915487|G|167|
1460601647.915515|G_A|-1|
1460601647.915524|G_S|55,13|
1460601672.074998|G|167|
1460601672.075021|G_A|-1|
1460601672.075027|G_S|55,13|
1460601673.196205|G|167|
1460601673.196235|G_A|-1|
1460601673.196243|G_S|55,13|
1460601676.352296|ASW|75b13df0f6072c8d|
1460601678.071549|ASW|30a24d4e77231f74|
1460601678.405061|ASW|5d1c5ff110b2c72a|
1460601679.016198|ASW|7e5052a8f11352f0|
1460601679.476902|ASW|75b13df0f6072c8d|
1460601681.019516|ASW|7e5052a8f11352f0|
1460601681.859743|ASW|75b13df0f6072c8d|
1460601685.423619|ASW|30a24d4e77231f74|
1460601685.877875|G|167|
1460601685.877897|G_A|-1|
1460601685.877903|G_S|55,13|
1460601686.253563|G|167|
1460601686.253597|G_A|-1|
1460601686.253603|G_S|55,13|
1460601687.889131|ASW|19e8825a8aac2b7d|
1460601688.929254|ASW|30a24d4e77231f74|
1460601688.980602|ASW|30a24d4e77231f74|
1460601694.293369|ASW|5d1c5ff110b2c72a|
1460601700.079059|ASW|19e8825a8aac2b7d|
1460601703.077101|ASW|75b13df0f6072c8d|
1460601703.988947|ASW|5d1c5ff110b2c72a|
1460601712.595059|ASW|30a24d4e77231f74|
1460601843.019488|ASW|d867ae84449c714e|
1460601850.422263|ASW|bd2f4f60600c3fd9|
1460601852.496143|ASW|75b13df0f6072c8d|
1460601853.963787|ASW|30a24d4e77231f74|
1460601854.653087|ASW|75b13df0f6072c8d|
1460601855.949360|ASW|30a24d4e77231f74|
1460602114.632526|ASW|bd2f4f60600c3fd9|
1460602115.265174|ASW|d867ae84449c714e|
1460602122.527861|ASW|30a24d4e77231f74|
1460602316.097041|G|167|
1460602316.097061|G_A|-1|
1460602316.097066|G_S|55,13|
1460602405.628493|G|167|
1460602405.628515|G_A|-1|
1460602405.628521|G_S|55,13|
1460602418.017305|G|167|
1460602418.017321|G_A|-1|
1460602418.017323|G_S|55,13|
1460602475.347774|M|checking|
1460602501.112516|ASW|5d1c5ff110b2c72a|
1460602503.131040|ASW|75b13df0f6072c8d|
1460602538.304606|ASW|30a24d4e77231f74|
1460602540.234722|ASW|d867ae84449c714e|
1460602541.101544|ASW|bd2f4f60600c3fd9|
1460602542.614489|ASW|d867ae84449c714e|
1460602798.008781|WISNAP|0 1|
1460602803.461541|ASW|863f826d5d177d4a|
1460602803.876536|ASW|863f826d5d177d4a|
1460602803.885452|M|checking|
1460602832.186950|ASW|d867ae84449c714e|
1460602832.255500|M|checking|
1460602836.046950|ASW|863f826d5d177d4a|
1460602856.956854|ASW|d867ae84449c714e|
1460602857.008564|M|checking|
1460602859.671644|ASW|75b13df0f6072c8d|
1460603043.299042|ASW|30a24d4e77231f74|
